DDI-MedLine.d62.s3|179-186|spectrin|drug
DDI-DrugBank.d97.s72|96-105|inhibitors|group
DDI-DrugBank.d97.s72|161-171|pravastatin|drug
DDI-DrugBank.d97.s72|174-184|fluvastatin|drug
DDI-DrugBank.d97.s72|190-201|rosuvastatin|drug
DDI-DrugBank.d97.s72|223-230|CRIXIVAN|brand
DDI-DrugBank.d97.s73|0-17|Immunosuppressants|group
DDI-DrugBank.d97.s73|20-31|cyclosporine|drug
DDI-DrugBank.d97.s73|34-43|tacrolimus|drug
DDI-DrugBank.d97.s74|0-16|immunosuppressant|group
DDI-DrugBank.d97.s75|7-20|concentrations|group
DDI-DrugBank.d97.s75|42-49|CRIXIVAN|brand
DDI-DrugBank.d97.s77|0-8|indinavir|drug
DDI-DrugBank.d97.s78|18-25|CRIXIVAN|brand
DDI-DrugBank.d97.s78|85-96|itraconazole|drug
DDI-DrugBank.d97.s80|0-8|indinavir|drug
DDI-DrugBank.d97.s81|18-25|CRIXIVAN|brand
DDI-DrugBank.d97.s83|0-8|indinavir|drug
DDI-DrugBank.d97.s83|26-34|rifabutin|drug
DDI-DrugBank.d97.s84|18-26|rifabutin|drug
DDI-DrugBank.d97.s84|77-84|CRIXIVAN|brand
DDI-DrugBank.d97.s84|156-164|rifabutin|drug
DDI-DrugBank.d97.s84|170-177|CRIXIVAN|brand
DDI-DrugBank.d97.s86|0-9|sildenafil|drug
DDI-DrugBank.d97.s87|0-9|Sildenafil|drug
DDI-DrugBank.d97.s87|108-116|indinavir|drug
DDI-DrugBank.d97.s89|0-8|tadalafil|drug
DDI-DrugBank.d97.s90|0-8|Tadalafil|drug
DDI-DrugBank.d97.s90|107-115|indinavir|drug
DDI-DrugBank.d97.s92|0-9|vardenafil|drug
DDI-DrugBank.d97.s93|0-9|Vardenafil|drug
DDI-DrugBank.d97.s93|108-116|indinavir|drug
DDI-DrugBank.d433.s0|60-64|Rebif|brand
DDI-DrugBank.d433.s1|104-108|Rebif|brand
DDI-DrugBank.d433.s1|140-162|myelosuppressive agents|group
DDI-DrugBank.d433.s2|65-69|Rebif|brand
DDI-DrugBank.d433.s2|106-113|products|group
DDI-DrugBank.d433.s2|159-164|agents|group
DDI-DrugBank.d433.s2|183-189|regimen|brand
DDI-DrugBank.d433.s2|214-218|Rebif|brand
DDI-DrugBank.d227.s0|0-9|Isoflurane|drug
DDI-DrugBank.d227.s0|27-32|muscle|brand
DDI-DrugBank.d227.s0|57-72|muscle relaxants|group
DDI-DrugBank.d227.s0|104-119|muscle relaxants|group
DDI-DrugBank.d227.s0|126-128|MAC|drug
DDI-DrugBank.d465.s0|28-47|isosorbide dinitrate|drug
DDI-DrugBank.d465.s0|85-96|vasodilators|group
DDI-DrugBank.d465.s1|0-6|Alcohol|brand
DDI-DrugBank.d163.s0|0-8|Vitamin A|group
DDI-DrugBank.d163.s0|42-49|Accutane|brand
DDI-DrugBank.d163.s0|54-62|vitamin A|group
DDI-DrugBank.d163.s0|115-125|supplements|group
DDI-DrugBank.d163.s0|138-146|vitamin A|group
DDI-DrugBank.d163.s2|0-12|Tetracyclines|group
DDI-DrugBank.d163.s2|42-49|Accutane|brand
DDI-DrugBank.d163.s2|55-67|tetracyclines|group
DDI-DrugBank.d163.s2|95-102|Accutane|brand
DDI-DrugBank.d163.s4|12-23|Progesterone|drug
DDI-DrugBank.d163.s4|51-62|progesterone|drug
DDI-DrugBank.d163.s4|111-118|estrogen|group
DDI-DrugBank.d163.s4|173-180|Accutane|brand
DDI-DrugBank.d163.s5|24-37|contraceptives|group
DDI-DrugBank.d163.s5|137-150|contraceptives|group
DDI-DrugBank.d163.s5|221-227|control|brand
DDI-DrugBank.d163.s7|28-41|contraceptives|group
DDI-DrugBank.d163.s7|88-95|Accutane|brand
DDI-DrugBank.d163.s8|88-93|commit|brand
DDI-DrugBank.d163.s10|0-8|Phenytoin|drug
DDI-DrugBank.d163.s10|11-18|Accutane|brand
DDI-DrugBank.d163.s10|52-67|pharmacokinetics|group
DDI-DrugBank.d163.s10|72-80|phenytoin|drug
DDI-DrugBank.d163.s11|68-79|isotretinoin|drug
DDI-DrugBank.d163.s11|161-164|P450|drug
DDI-DrugBank.d163.s12|0-8|Phenytoin|drug
DDI-DrugBank.d163.s13|112-120|phenytoin|drug
DDI-DrugBank.d163.s13|126-133|Accutane|brand
DDI-DrugBank.d163.s14|56-60|drugs|group
DDI-DrugBank.d163.s16|9-23|Corticosteroids|group
DDI-DrugBank.d163.s16|35-49|corticosteroids|group
DDI-DrugBank.d163.s17|121-135|corticosteroids|group
DDI-DrugBank.d163.s17|141-148|Accutane|brand
DDI-DrugBank.d163.s18|56-60|drugs|group
DDI-DrugBank.d163.s19|109-122|contraceptives|group
DDI-DrugBank.d163.s19|136-146|medications|group
DDI-DrugBank.d163.s19|194-200|control|brand
DDI-DrugBank.d163.s20|0-7|Accutane|brand
DDI-DrugBank.d163.s21|61-74|contraceptives|group
DDI-DrugBank.d163.s22|114-121|or serum|brand
DDI-DrugBank.d163.s22|209-216|Accutane|brand
DDI-DrugBank.d163.s23|0-8|The first|brand
DDI-DrugBank.d163.s23|114-121|Accutane|brand
DDI-DrugBank.d163.s24|70-78|the first|brand
DDI-DrugBank.d163.s24|150-157|Accutane|brand
DDI-DrugBank.d163.s25|93-95|act|drug
DDI-DrugBank.d163.s26|76-83|or serum|brand
DDI-DrugBank.d163.s29|0-5|Lipids|group
DDI-DrugBank.d163.s29|35-39|blood|group
DDI-DrugBank.d163.s29|81-90|conditions|group
DDI-DrugBank.d163.s30|21-27|alcohol|brand
DDI-DrugBank.d163.s30|75-88|determinations|group
DDI-DrugBank.d163.s31|108-115|Accutane|brand
DDI-DrugBank.d163.s32|59-66|Accutane|brand
DDI-DrugBank.d163.s34|0-13|Liver Function|group
DDI-DrugBank.d163.s34|28-37|elevations|group
DDI-DrugBank.d163.s34|48-54|enzymes|group
DDI-DrugBank.d163.s34|159-172|liver function|group
DDI-DrugBank.d163.s34|254-261|Accutane|brand
DDI-DrugBank.d163.s36|0-6|Glucose|group
DDI-DrugBank.d163.s36|33-40|Accutane|brand
DDI-DrugBank.d163.s36|75-81|control|brand
DDI-DrugBank.d163.s36|92-96|blood|group
DDI-DrugBank.d163.s37|62-69|Accutane|brand
DDI-DrugBank.d163.s39|66-73|Accutane|brand
DDI-DrugBank.d163.s42|23-25|217|brand
DDI-DrugBank.d163.s42|96-99|acne|brand
DDI-DrugBank.d163.s42|112-121|elevations|group
DDI-DrugBank.d163.s42|326-331|muscle|brand
DDI-DrugBank.d163.s43|49-58|elevations|group
DDI-DrugBank.d81.s0|0-12|Nitroglycerin|drug
DDI-DrugBank.d81.s0|15-22|DynaCirc|brand
DDI-DrugBank.d81.s0|26-35|isradipine|drug
DDI-DrugBank.d81.s0|74-86|nitroglycerin|drug
DDI-DrugBank.d81.s1|0-18|Hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|103-110|DynaCirc|brand
DDI-DrugBank.d81.s1|114-123|isradipine|drug
DDI-DrugBank.d81.s1|130-148|hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|177-192|pharmacoktnetics|group
DDI-DrugBank.d81.s2|49-58|isradipine|drug
DDI-DrugBank.d81.s2|72-90|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|154-163|isradipine|drug
DDI-DrugBank.d81.s3|0-10|Propranolol|drug
DDI-DrugBank.d81.s3|78-88|propranolol|drug
DDI-DrugBank.d81.s3|152-161|isradipine|drug
DDI-DrugBank.d81.s4|81-91|propranolol|drug
DDI-DrugBank.d81.s5|51-60|isradipine|drug
DDI-DrugBank.d81.s6|0-10|propranolol|drug
DDI-DrugBank.d81.s6|53-62|conditions|group
DDI-DrugBank.d81.s6|165-174|isradipine|drug
DDI-DrugBank.d81.s6|213-223|propranolol|drug
DDI-DrugBank.d81.s6|238-248|propranolol|drug
DDI-DrugBank.d81.s6|287-296|isradipine|drug
DDI-DrugBank.d81.s7|0-9|Cimetidine|drug
DDI-DrugBank.d81.s7|67-76|cimetidine|drug
DDI-DrugBank.d81.s7|122-131|isradipine|drug
DDI-DrugBank.d81.s7|172-181|isradipine|drug
DDI-DrugBank.d81.s7|200-213|concentrations|group
DDI-DrugBank.d81.s8|3-12|isradipine|drug
DDI-DrugBank.d81.s8|68-77|cimetidine|drug
DDI-DrugBank.d81.s8|110-118|reactions|group
DDI-DrugBank.d81.s9|0-9|Rifampicin|drug
DDI-DrugBank.d81.s9|66-75|rifampicin|drug
DDI-DrugBank.d81.s9|125-134|isradipine|drug
DDI-DrugBank.d81.s9|163-172|isradipine|drug
DDI-DrugBank.d81.s10|3-12|rifampicin|drug
DDI-DrugBank.d81.s10|35-44|isradipine|drug
DDI-DrugBank.d81.s10|65-75|therapeutic|brand
DDI-DrugBank.d81.s10|197-206|isradipine|drug
DDI-DrugBank.d81.s11|0-7|Warfarin|drug
DDI-DrugBank.d81.s11|122-131|isradipine|drug
DDI-DrugBank.d81.s11|145-152|warfarin|drug
DDI-DrugBank.d81.s11|193-200|warfarin|drug
DDI-DrugBank.d81.s11|213-216|body|brand
DDI-DrugBank.d81.s11|302-311|isradipine|drug
DDI-DrugBank.d81.s12|16-23|warfarin|drug
DDI-DrugBank.d81.s12|29-38|isradipine|drug
DDI-DrugBank.d81.s12|58-65|proteins|group
DDI-DrugBank.d81.s13|0-6|Digoxin|drug
DDI-DrugBank.d81.s13|43-50|DynaCirc|brand
DDI-DrugBank.d81.s13|54-63|isradipine|drug
DDI-DrugBank.d81.s13|70-76|digoxin|drug
DDI-DrugBank.d81.s13|158-161|body|brand
DDI-DrugBank.d81.s13|176-182|digoxin|drug
DDI-DrugBank.d81.s14|0-7|Fentanyl|drug
DDI-DrugBank.d81.s14|65-72|fentanyl|drug
DDI-DrugBank.d81.s14|116-122|blocker|group
DDI-DrugBank.d81.s14|130-136|calcium|drug
DDI-DrugBank.d81.s14|146-152|blocker|group
DDI-DrugBank.d81.s15|17-28|interactions|group
DDI-DrugBank.d81.s15|74-81|DynaCirc|brand
DDI-DrugBank.d81.s15|85-94|isradipine|drug
DDI-DrugBank.d95.s0|0-11|Cyclosporine|drug
DDI-DrugBank.d95.s0|15-24|L-arginine|drug
DDI-DrugBank.d95.s0|45-57|antinaturetic|group
DDI-DrugBank.d95.s1|0-8|Ibuprofen|drug
DDI-DrugBank.d95.s1|12-21|L-arginine|drug
DDI-DrugBank.d95.s1|54-62|ibuprofen|drug
DDI-DrugBank.d95.s2|0-15|Organic nitrates|group
DDI-DrugBank.d95.s2|19-28|L-arginine|drug
DDI-DrugBank.d95.s2|86-101|organic nitrates|group
DDI-DrugBank.d95.s3|0-17|Sildenafil citrate|drug
DDI-DrugBank.d95.s3|36-45|L-arginine|drug
DDI-DrugBank.d95.s3|84-101|sildenafil citrate|drug
DDI-DrugBank.d530.s0|14-30|monoamine oxidase|drug
DDI-DrugBank.d530.s0|38-47|inhibitors|group
DDI-DrugBank.d530.s0|61-78|phenelzine sulfate|drug
DDI-DrugBank.d530.s0|81-103|tranylcypromine sulfate|drug
DDI-DrugBank.d530.s0|109-117|pargyline|drug
DDI-DrugBank.d530.s1|19-33|L-phenylalanine|drug
DDI-DrugBank.d530.s1|57-66|inhibitors|group
DDI-DrugBank.d530.s2|0-9|Selegiline|drug
DDI-DrugBank.d530.s2|13-27|L-phenylalanine|drug
DDI-DrugBank.d530.s2|51-59|inhibitor|group
DDI-DrugBank.d530.s2|93-106|antidepressant|group
DDI-DrugBank.d530.s3|12-16|Drugs|group
DDI-DrugBank.d530.s3|20-34|L-phenylalanine|drug
DDI-DrugBank.d530.s3|79-87|reactions|group
DDI-DrugBank.d530.s3|104-108|drugs|group
DDI-DrugBank.d41.s0|0-13|Cholestyramine|drug
DDI-DrugBank.d41.s0|19-26|Charcoal|brand
DDI-DrugBank.d41.s0|46-59|cholestyramine|drug
DDI-DrugBank.d41.s0|64-81|activated charcoal|drug
DDI-DrugBank.d41.s0|179-180|M1|drug
DDI-DrugBank.d41.s0|208-218|leflunomide|drug
DDI-DrugBank.d41.s1|12-16|Drugs|group
DDI-DrugBank.d41.s1|56-66|leflunomide|drug
DDI-DrugBank.d41.s2|35-45|leflunomide|drug
DDI-DrugBank.d41.s2|77-81|drugs|group
DDI-DrugBank.d41.s3|39-43|ARAVA|brand
DDI-DrugBank.d41.s3|50-61|methotrexate|drug
DDI-DrugBank.d41.s3|98-104|enzymes|group
DDI-DrugBank.d41.s4|4-13|elevations|group
DDI-DrugBank.d41.s4|53-57|drugs|group
DDI-DrugBank.d41.s4|90-100|leflunomide|drug
DDI-DrugBank.d41.s6|56-60|drugs|group
DDI-DrugBank.d41.s6|93-103|leflunomide|drug
DDI-DrugBank.d41.s9|0-5|NSAIDs|group
DDI-DrugBank.d41.s9|29-30|M1|drug
DDI-DrugBank.d41.s9|107-116|diclofenac|drug
DDI-DrugBank.d41.s9|122-130|ibuprofen|drug
DDI-DrugBank.d41.s9|135-148|concentrations|group
DDI-DrugBank.d41.s11|48-53|NSAIDs|group
DDI-DrugBank.d41.s12|0-10|Tolbutamide|drug
DDI-DrugBank.d41.s12|34-35|M1|drug
DDI-DrugBank.d41.s12|112-122|tolbutamide|drug
DDI-DrugBank.d41.s12|127-140|concentrations|group
DDI-DrugBank.d41.s14|0-7|Rifampin|brand
DDI-DrugBank.d41.s14|67-71|ARAVA|brand
DDI-DrugBank.d41.s14|113-120|rifampin|brand
DDI-DrugBank.d41.s14|123-124|M1|drug
DDI-DrugBank.d41.s14|181-185|ARAVA|brand
DDI-DrugBank.d41.s15|29-33|ARAVA|brand
DDI-DrugBank.d41.s15|148-152|ARAVA|brand
DDI-DrugBank.d41.s15|158-165|rifampin|brand
DDI-DrugBank.d41.s16|0-7|Warfarin|drug
DDI-DrugBank.d41.s16|62-66|ARAVA|brand
DDI-DrugBank.d41.s16|72-79|warfarin|drug
DDI-DrugBank.d252.s0|9-15|BETAGAN|brand
DDI-DrugBank.d252.s0|117-123|BETAGAN|brand
DDI-DrugBank.d252.s0|129-139|epinephrine|drug
DDI-DrugBank.d252.s1|55-66|beta-blocker|group
DDI-DrugBank.d252.s1|130-134|drugs|group
DDI-DrugBank.d252.s1|144-152|reserpine|drug
DDI-DrugBank.d252.s2|44-49|agents|group
DDI-DrugBank.d252.s2|89-95|calcium|drug
DDI-DrugBank.d252.s3|26-41|cardiac function|group
DDI-DrugBank.d252.s4|48-53|agents|group
DDI-DrugBank.d252.s4|60-68|digitalis|group
DDI-DrugBank.d252.s4|74-80|calcium|drug
DDI-DrugBank.d252.s5|61-66|agents|group
DDI-DrugBank.d320.s0|0-9|Chirocaine|drug
DDI-DrugBank.d320.s0|75-85|anesthetics|group
DDI-DrugBank.d320.s0|90-95|agents|group
DDI-DrugBank.d320.s0|138-148|anesthetics|group
DDI-DrugBank.d320.s0|183-187|drugs|group
DDI-DrugBank.d320.s1|86-100|levobupivacaine|drug
DDI-DrugBank.d320.s1|114-128|levobupivacaine|drug
DDI-DrugBank.d320.s1|144-158|levobupivacaine|drug
DDI-DrugBank.d320.s2|5-10|agents|group
DDI-DrugBank.d320.s2|57-66|Chirocaine|drug
DDI-DrugBank.d320.s2|144-153|Chirocaine|drug
DDI-DrugBank.d320.s3|86-100|levobupivacaine|drug
DDI-DrugBank.d320.s3|156-164|phenytoin|drug
DDI-DrugBank.d320.s3|167-179|phenobarbital|drug
DDI-DrugBank.d320.s3|182-189|rifampin|brand
DDI-DrugBank.d320.s3|200-209|inhibitors|group
DDI-DrugBank.d320.s3|218-229|antimycotics|group
DDI-DrugBank.d320.s3|237-248|ketoconazole|drug
DDI-DrugBank.d320.s4|8-26|protease inhibitors|group
DDI-DrugBank.d320.s5|10-20|antibiotics|group
DDI-DrugBank.d320.s5|28-39|erythromycin|drug
DDI-DrugBank.d320.s6|4-10|calcium|drug
DDI-DrugBank.d320.s6|20-30|antagonists|group
DDI-DrugBank.d320.s6|38-46|verapamil|drug
DDI-DrugBank.d320.s6|67-76|omeprazole|drug
DDI-DrugBank.d320.s6|90-99|inhibitors|group
DDI-DrugBank.d320.s6|102-112|furafylline|drug
DDI-DrugBank.d320.s6|118-131|clarithromycin|drug
DDI-DrugBank.d320.s7|40-54|levobupivacaine|drug
DDI-DrugBank.d320.s7|97-106|inhibitors|group
DDI-DrugBank.d320.s7|119-128|inhibitors|group
DDI-DrugBank.d320.s7|142-156|levobupivacaine|drug
DDI-DrugBank.d454.s0|2-11|Lofexidine|drug
DDI-DrugBank.d454.s0|55-61|alcohol|brand
DDI-DrugBank.d454.s0|64-75|barbiturates|group
DDI-DrugBank.d454.s2|2-11|Lofexidine|drug
DDI-DrugBank.d454.s4|31-45|antidepressants|group
DDI-DrugBank.d454.s4|74-83|lofexidine|drug
DDI-DrugBank.d30.s0|41-52|interactions|group
DDI-DrugBank.d30.s0|98-116|hydrochlorothiazide|drug
DDI-DrugBank.d30.s0|119-125|digoxin|drug
DDI-DrugBank.d30.s0|128-135|warfarin|drug
DDI-DrugBank.d30.s0|138-147|cimetidine|drug
DDI-DrugBank.d30.s0|153-165|phenobarbital|drug
DDI-DrugBank.d30.s1|0-7|Rifampin|brand
DDI-DrugBank.d30.s1|55-68|concentrations|group
DDI-DrugBank.d30.s1|73-80|losartan|drug
DDI-DrugBank.d30.s2|15-24|inhibitors|group
DDI-DrugBank.d30.s2|29-32|P450|drug
DDI-DrugBank.d30.s3|0-11|Ketoconazole|drug
DDI-DrugBank.d30.s3|46-53|losartan|drug
DDI-DrugBank.d30.s3|116-123|losartan|drug
DDI-DrugBank.d30.s3|130-141|erythromycin|drug
DDI-DrugBank.d30.s4|0-10|Fluconazole|drug
DDI-DrugBank.d30.s4|16-24|inhibitor|group
DDI-DrugBank.d30.s4|29-32|P450|drug
DDI-DrugBank.d30.s4|95-102|losartan|drug
DDI-DrugBank.d30.s5|55-62|losartan|drug
DDI-DrugBank.d30.s5|68-77|inhibitors|group
DDI-DrugBank.d30.s5|82-85|P450|drug
DDI-DrugBank.d30.s6|31-38|losartan|drug
DDI-DrugBank.d30.s6|112-130|cytochrome P450 2C9|drug
DDI-DrugBank.d30.s7|42-49|losartan|drug
DDI-DrugBank.d30.s7|101-104|P450|drug
DDI-DrugBank.d30.s7|118-121|P450|drug
DDI-DrugBank.d30.s8|14-18|drugs|group
DDI-DrugBank.d30.s8|31-44|angiotensin II|drug
DDI-DrugBank.d30.s8|81-107|potassium-sparing diuretics|group
DDI-DrugBank.d30.s8|116-129|spironolactone|drug
DDI-DrugBank.d30.s8|132-142|triamterene|drug
DDI-DrugBank.d30.s8|145-153|amiloride|drug
DDI-DrugBank.d30.s8|157-165|potassium|drug
DDI-DrugBank.d30.s8|211-219|potassium|drug
DDI-DrugBank.d30.s8|246-250|serum|group
DDI-DrugBank.d30.s9|14-36|antihypertensive agents|group
DDI-DrugBank.d30.s9|70-77|losartan|drug
DDI-DrugBank.d746.s0|0-6|ARAMINE|drug
DDI-DrugBank.d746.s0|86-94|digitalis|group
DDI-DrugBank.d746.s0|116-121|amines|group
DDI-DrugBank.d746.s1|0-27|Monoamine oxidase inhibitors|group
DDI-DrugBank.d746.s1|42-56|antidepressants|group
DDI-DrugBank.d746.s1|103-108|amines|group
DDI-DrugBank.d746.s2|71-75|drugs|group
DDI-DrugBank.d630.s0|0-12|Methazolamide|drug
DDI-DrugBank.d630.s0|57-63|steroid|group
DDI-DrugBank.d630.s1|52-58|aspirin|brand
DDI-DrugBank.d630.s1|64-76|methazolamide|drug
DDI-DrugBank.d630.s1|136-140|death|drug
DDI-DrugBank.d630.s1|195-201|aspirin|brand
DDI-DrugBank.d630.s1|207-235|carbonic anhydrase inhibitors|group
DDI-DrugBank.d756.s0|38-44|opioids|group
DDI-DrugBank.d756.s0|125-135|therapeutic|brand
DDI-DrugBank.d756.s0|165-171|opioids|group
DDI-DrugBank.d756.s1|17-24|tramadol|drug
DDI-DrugBank.d756.s1|27-32|Ultram|brand
DDI-DrugBank.d756.s2|93-107|benzodiazepines|group
DDI-DrugBank.d756.s2|112-123|barbiturates|group
DDI-DrugBank.d756.s4|81-85|drugs|group
DDI-DrugBank.d756.s4|98-112|antidepressants|group
DDI-DrugBank.d756.s4|118-140|antiparkinsonian-agents|group
DDI-DrugBank.d756.s6|24-35|combinations|group
DDI-DrugBank.d756.s7|0-7|Caffeine|drug
DDI-DrugBank.d756.s7|90-96|actions|group
DDI-DrugBank.d756.s9|0-5|Coffee|brand
DDI-DrugBank.d756.s9|17-19|tea|brand
DDI-DrugBank.d756.s10|4-7|same|drug
DDI-DrugBank.d756.s10|21-28|antacids|group
DDI-DrugBank.d736.s0|90-98|digitalis|group
DDI-DrugBank.d736.s1|50-57|steroids|group
DDI-DrugBank.d736.s2|0-6|Insulin|group
DDI-DrugBank.d736.s3|0-8|Thiazides|group
DDI-DrugBank.d736.s3|50-63|norepinephrine|drug
DDI-DrugBank.d736.s4|75-79|agent|group
DDI-DrugBank.d736.s4|85-95|therapeutic|brand
DDI-DrugBank.d736.s5|9-13|drugs|group
DDI-DrugBank.d736.s5|50-61|tubocurarine|drug
DDI-DrugBank.d736.s6|0-6|Lithium|brand
DDI-DrugBank.d736.s6|38-46|thiazides|group
DDI-DrugBank.d736.s6|72-78|lithium|brand
DDI-DrugBank.d736.s7|0-8|Thiazides|group
DDI-DrugBank.d736.s7|72-76|drugs|group
DDI-DrugBank.d736.s8|70-74|drugs|group
DDI-DrugBank.d706.s0|24-28|drugs|group
DDI-DrugBank.d706.s0|37-45|reserpine|drug
DDI-DrugBank.d706.s0|106-111|agents|group
DDI-DrugBank.d706.s1|31-37|release|brand
DDI-DrugBank.d715.s0|44-49|DEMSER|brand
DDI-DrugBank.d715.s0|73-86|phenothiazines|group
DDI-DrugBank.d715.s0|91-101|haloperidol|drug
DDI-DrugBank.d715.s0|147-151|drugs|group
DDI-DrugBank.d715.s1|18-23|DEMSER|brand
DDI-DrugBank.d715.s1|30-36|alcohol|brand
DDI-DrugBank.d715.s1|51-61|depressants|group
DDI-DrugBank.d640.s0|0-8|Diuretics|group
DDI-DrugBank.d640.s0|21-30|reductions|group
DDI-DrugBank.d640.s0|35-48|blood pressure|group
DDI-DrugBank.d640.s0|75-82|diuretic|group
DDI-DrugBank.d640.s0|101-110|inhibitors|group
DDI-DrugBank.d640.s1|44-50|UNIVASC|brand
DDI-DrugBank.d640.s1|89-96|diuretic|group
DDI-DrugBank.d640.s1|196-202|UNIVASC|brand
DDI-DrugBank.d640.s2|0-8|Potassium|drug
DDI-DrugBank.d640.s2|26-52|Potassium-Sparing Diuretics|group
DDI-DrugBank.d640.s2|55-61|UNIVASC|brand
DDI-DrugBank.d640.s2|79-83|serum|group
DDI-DrugBank.d640.s2|116-126|aldosterone|drug
DDI-DrugBank.d640.s3|7-33|potassium-sparing diuretics|group
DDI-DrugBank.d640.s3|36-49|spironolactone|drug
DDI-DrugBank.d640.s3|52-62|triamterene|drug
DDI-DrugBank.d640.s3|65-73|amiloride|drug
DDI-DrugBank.d640.s3|79-87|potassium|drug
DDI-DrugBank.d640.s3|124-133|inhibitors|group
DDI-DrugBank.d640.s4|38-43|agents|group
DDI-DrugBank.d640.s4|111-115|serum|group
DDI-DrugBank.d640.s5|5-18|Anticoagulants|group
DDI-DrugBank.d640.s5|46-53|warfarin|drug
DDI-DrugBank.d640.s5|113-117|serum|group
DDI-DrugBank.d640.s5|141-153|anticoagulant|group
DDI-DrugBank.d640.s5|165-177|anticoagulant|group
DDI-DrugBank.d640.s6|0-6|Lithium|brand
DDI-DrugBank.d640.s6|19-23|serum|group
DDI-DrugBank.d640.s6|56-62|lithium|brand
DDI-DrugBank.d640.s6|118-127|inhibitors|group
DDI-DrugBank.d640.s6|149-155|lithium|brand
DDI-DrugBank.d640.s7|6-10|drugs|group
DDI-DrugBank.d640.s7|78-82|serum|group
DDI-DrugBank.d640.s8|5-12|diuretic|group
DDI-DrugBank.d640.s8|40-46|lithium|brand
DDI-DrugBank.d640.s9|6-11|Agents|group
DDI-DrugBank.d640.s9|54-65|interactions|group
DDI-DrugBank.d640.s9|81-87|UNIVASC|brand
DDI-DrugBank.d640.s9|128-146|hydrochlorothiazide|drug
DDI-DrugBank.d640.s9|149-155|digoxin|drug
DDI-DrugBank.d640.s9|161-170|cimetidine|drug
DDI-DrugBank.d640.s10|0-6|UNIVASC|brand
DDI-DrugBank.d640.s10|88-93|agents|group
DDI-DrugBank.d640.s10|96-104|diuretics|group
DDI-DrugBank.d640.s10|110-117|blockers|group
DDI-DrugBank.d640.s10|120-126|digoxin|drug
DDI-DrugBank.d640.s10|147-152|agents|group
DDI-DrugBank.d640.s10|180-185|agents|group
DDI-DrugBank.d640.s11|54-65|interactions|group
DDI-DrugBank.d580.s0|58-75|ASMANEX TWISTHALER|brand
DDI-DrugBank.d580.s0|98-102|drugs|group
DDI-DrugBank.d580.s0|138-143|asthma|group
DDI-DrugBank.d580.s1|9-20|ketoconazole|drug
DDI-DrugBank.d580.s1|32-40|inhibitor|group
DDI-DrugBank.d580.s1|45-63|cytochrome P450 3A4|drug
DDI-DrugBank.d580.s1|96-113|mometasone furoate|drug
DDI-DrugBank.d739.s0|0-10|Montelukast|drug
DDI-DrugBank.d739.s0|135-142|kinetics|group
DDI-DrugBank.d739.s0|176-187|theophylline|drug
DDI-DrugBank.d739.s0|206-224|cytochrome P450 1A2|drug
DDI-DrugBank.d739.s1|48-55|warfarin|drug
DDI-DrugBank.d739.s1|85-88|P450|drug
DDI-DrugBank.d739.s1|158-165|warfarin|drug
DDI-DrugBank.d739.s1|170-180|prothrombin|drug
DDI-DrugBank.d739.s2|84-90|digoxin|drug
DDI-DrugBank.d739.s3|53-63|terfenadine|drug
DDI-DrugBank.d739.s3|81-99|cytochrome P450 3A4|drug
DDI-DrugBank.d739.s3|105-116|fexofenadine|drug
DDI-DrugBank.d739.s3|160-166|prolong|brand
DDI-DrugBank.d739.s3|218-228|terfenadine|drug
DDI-DrugBank.d739.s4|0-10|Montelukast|drug
DDI-DrugBank.d739.s4|121-134|concentrations|group
DDI-DrugBank.d739.s4|167-179|contraceptive|group
DDI-DrugBank.d739.s4|192-204|norethindrone|brand
DDI-DrugBank.d739.s4|219-227|estradiol|drug
DDI-DrugBank.d739.s5|72-81|prednisone|drug
DDI-DrugBank.d739.s5|86-97|prednisolone|drug
DDI-DrugBank.d739.s5|139-148|prednisone|drug
DDI-DrugBank.d739.s5|165-176|prednisolone|drug
DDI-DrugBank.d739.s6|0-12|Phenobarbital|drug
DDI-DrugBank.d739.s6|70-80|montelukast|drug
DDI-DrugBank.d739.s6|133-143|montelukast|drug
DDI-DrugBank.d739.s7|25-35|montelukast|drug
DDI-DrugBank.d739.s8|71-85|cytochrome P450|drug
DDI-DrugBank.d739.s8|112-124|phenobarbital|drug
DDI-DrugBank.d739.s8|129-136|rifampin|brand
DDI-DrugBank.d739.s8|164-174|montelukast|drug
DDI-DrugBank.d739.s9|0-10|Montelukast|drug
DDI-DrugBank.d739.s9|114-119|asthma|group
DDI-DrugBank.d739.s9|158-166|reactions|group
DDI-DrugBank.d739.s10|62-72|montelukast|drug
DDI-DrugBank.d739.s10|123-138|pharmacokinetics|group
DDI-DrugBank.d739.s10|157-161|drugs|group
DDI-DrugBank.d739.s10|164-175|theophylline|drug
DDI-DrugBank.d739.s10|178-187|prednisone|drug
DDI-DrugBank.d739.s10|190-201|prednisolone|drug
DDI-DrugBank.d739.s10|209-222|contraceptives|group
DDI-DrugBank.d739.s10|225-237|norethindrone|brand
DDI-DrugBank.d739.s10|252-260|estradiol|drug
DDI-DrugBank.d739.s10|271-281|terfenadine|drug
DDI-DrugBank.d739.s10|284-290|digoxin|drug
DDI-DrugBank.d739.s10|297-304|warfarin|drug
